dataset_index,n_clusters,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,Ward_Agglomerative_Clustering,Complete_Agglomerative_Clustering,Average_Agglomerative_Clustering,Single_Agglomerative_Clustering,K_Means,Mini_Batch_K_Means,Spectral_Clustering,Affinity_Propagation,Gaussian_Mixture
0,2,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
0,3,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,6.0,8.0,5.0,2.0,3.0,9.0,4.0,1.0,7.0
0,4,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,7.0,9.0,4.0,3.0,5.0,8.0,2.0,1.0,6.0
0,5,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,5.0,7.0,3.0,2.0,6.0,8.0,4.0,1.0,9.0
0,6,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,6.0,7.0,3.0,4.0,5.0,8.0,2.0,1.0,9.0
0,7,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,3.0,7.0,4.0,5.0,6.0,9.0,2.0,1.0,8.0
0,8,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,2.0,4.0,5.0,3.0,7.0,6.0,9.0,1.0,8.0
0,9,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,3.0,9.0,5.0,4.0,2.0,6.0,7.0,1.0,8.0
0,10,0.26397236946108765,0.10237665299635655,0.319963518227245,1.0962847814397203,-0.6614844726957645,0.5347004747954339,0.19203959995959188,0.020810182846752196,0.0,0.0,0.00010102030508132135,0.007071421355692494,0.10677846247095667,0.12657844226689566,0.011920395999595918,0.747550257601778,0.24194363066976463,0.01050611172845742,0.0,6.0,7.0,5.0,3.0,2.0,9.0,4.0,1.0,8.0
1,2,0.28896924658710593,0.08628038752244668,0.29373523370962273,0.9598727057269033,-0.7104519615953544,0.4524699464592383,0.10162642691180927,0.1452671987069401,0.04586321850691989,0.0025255076270330338,0.005960197999797959,0.04222648752399232,0.11465804626729972,0.07748257399737347,0.011920395999595918,0.7520961713304374,0.22517426002626528,0.022729568643297303,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,8.0
