dataset_index,n_clusters,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,Ward_Agglomerative_Clustering,Complete_Agglomerative_Clustering,Average_Agglomerative_Clustering,Single_Agglomerative_Clustering,K_Means,Mini_Batch_K_Means,Spectral_Clustering,Affinity_Propagation,Gaussian_Mixture
2,4,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,5.0,9.0,2.0,3.0,4.0,6.0,7.0,1.0,8.0
2,5,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,5.0,9.0,2.0,3.0,4.0,8.0,6.0,1.0,7.0
2,6,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,6.0,9.0,2.0,3.0,7.0,4.0,5.0,1.0,8.0
2,7,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,8.0,7.0,2.0,3.0,4.0,6.0,5.0,1.0,9.0
2,8,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,9.0,7.0,2.0,4.0,3.0,8.0,5.0,1.0,6.0
2,9,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,6.0,8.0,4.0,2.0,7.0,9.0,3.0,1.0,5.0
2,10,0.49060137342277255,0.15130891350496337,0.38898446434910916,0.023393038887966646,-1.96090907709433,0.1919579713073348,0.31218427965245504,0.0008082440897150939,0.0,0.0,0.0,0.0,0.015962820771873106,0.3162255001010305,0.16286118407759143,0.5285916346736714,0.47140836532632857,0.0,0.0,5.0,6.0,4.0,3.0,7.0,2.0,8.0,1.0,9.0
3,2,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
3,3,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,7.0,4.0,2.0,3.0,5.0,8.0,6.0,1.0,9.0
3,4,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,8.0,9.0,2.0,3.0,5.0,4.0,6.0,1.0,7.0
3,5,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,6.0,9.0,2.0,3.0,5.0,7.0,8.0,1.0,4.0
3,6,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,7.0,9.0,2.0,3.0,5.0,4.0,6.0,1.0,8.0
3,7,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,6.0,8.0,2.0,4.0,3.0,5.0,9.0,1.0,7.0
3,8,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,5.0,6.0,4.0,3.0,2.0,7.0,9.0,1.0,8.0
3,9,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,8.0,7.0,4.0,3.0,2.0,6.0,9.0,1.0,5.0
3,10,0.48637056564824505,0.12193697025507709,0.3491947454574268,0.02332704848735557,-1.9274281058253784,0.04910082845019196,0.42109517074156394,0.03475449585774904,0.0,0.0,0.0,0.0016164881794301878,0.10911295211153768,0.3400687007476258,0.0442513639119014,0.5516265912305516,0.44837340876944837,0.0,0.0,8.0,5.0,3.0,2.0,4.0,7.0,9.0,1.0,6.0
4,2,0.5391554309293681,0.07369740835661019,0.2714726659474397,-0.8036192186179516,-0.8911675636032337,0.1113356233582542,0.1410385936552839,0.005051525560719338,0.00020206102242877348,0.02444938371388159,0.12608607799555466,0.22994544352394422,0.26126490200040414,0.09193776520509193,0.00868862396443726,0.6593251161850879,0.3406748838149121,0.0,0.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,1.0,7.0
